Item number,Name,Brand,Modul,Cost Value,november,december,januar,februar,marts,april,maj,juni,juli,august,september,oktober,Total
44230,Funko POP Town HP: Hagrid's Hut w/ Fang,Funko!,Stock,91.77361,0,36,36.0,36.0,36,36.0,36,36.0,36,36,36,36,36.0
44258,Funko! POP VINYL DBZ Training Vegeta,Funko!,SalgsOrdre DK,27.32642,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
44258,Funko! POP VINYL DBZ Training Vegeta,Funko!,Stock,27.32642,0,-12,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
44259,Funko! POP VINYL DBZ S7 Future Trunks,Funko!,Købsordre,35.12,108,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,108.0
44259,Funko! POP VINYL DBZ S7 Future Trunks,Funko!,Stock,35.12,108,108,108.0,108.0,108,108.0,108,108.0,108,108,108,108,108.0
44261,Funko! POP VINYL DBZ S7 Piccolo (One Arm),Funko!,SalgsOrdre DK,35.12,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
44261,Funko! POP VINYL DBZ S7 Piccolo (One Arm),Funko!,Stock,35.12,0,-12,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
44262,Funko! POP VINYL DBZ Mecha Frieza,Funko!,Købsordre,27.58333,0,114,0.0,0.0,0,0.0,0,0.0,0,0,0,0,114.0
44262,Funko! POP VINYL DBZ Mecha Frieza,Funko!,SalgsOrdre DK,27.58333,0,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
44262,Funko! POP VINYL DBZ Mecha Frieza,Funko!,Stock,27.58333,0,90,90.0,90.0,90,90.0,90,90.0,90,90,90,90,90.0
44263,Funko! POP VINYL DBZ Krillin w. Destructo Disc,Funko!,SalgsOrdre DK,27.58333,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
44263,Funko! POP VINYL DBZ Krillin w. Destructo Disc,Funko!,Stock,27.58333,0,-12,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
44264,Funko! POP VINYL DBZ Bulma,Funko!,Købsordre,27.58333,36,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,36.0
44264,Funko! POP VINYL DBZ Bulma,Funko!,SalgsOrdre DK,27.58333,0,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
44264,Funko! POP VINYL DBZ Bulma,Funko!,Stock,27.58333,36,12,12.0,12.0,12,12.0,12,12.0,12,12,12,12,12.0
44265,Funko! POP VINYL DBZ Android 16,Funko!,Invoiced DK,27.32625,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
44265,Funko! POP VINYL DBZ Android 16,Funko!,Stock,27.32625,24,24,24.0,24.0,24,24.0,24,24.0,24,24,24,24,24.0
44270,Funko! POP VINYL NBA: Clippers Paul George,Funko!,Købsordre,35.12,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
44270,Funko! POP VINYL NBA: Clippers Paul George,Funko!,SalgsOrdre DK,35.12,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
44279,Funko! POP VINYL NBA: New Orleans Pelicans - Zion,Funko!,Invoiced DK,27.32636,66,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,66.0
44279,Funko! POP VINYL NBA: New Orleans Pelicans - Zion,Funko!,SalgsOrdre DK,27.32636,0,66,0.0,0.0,0,0.0,0,0.0,0,0,0,0,66.0
44279,Funko! POP VINYL NBA: New Orleans Pelicans - Zion,Funko!,Stock,27.32636,66,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
44372,Funko! POP VINYL Birds of Prey - Black Canary,Funko!,Stock,37.487,30,30,30.0,30.0,30,30.0,30,30.0,30,30,30,30,30.0
44373,Funko! POP VINYL Birds of Prey- Huntress,Funko!,Stock,37.48733,30,30,30.0,30.0,30,30.0,30,30.0,30,30,30,30,30.0
44446,Funko! POP VINYL GoT - Jon Snow S8,Funko!,Stock,37.48702,84,84,84.0,84.0,84,84.0,84,84.0,84,84,84,84,84.0
44447,Funko! POP VINYL GoT - Sansa Stark,Funko!,Stock,37.48705,78,78,78.0,78.0,78,78.0,78,78.0,78,78,78,78,78.0
44502,Funko! POP VINYL Marvel: 80th - Black Widow,Funko!,Stock,29.35605,114,114,114.0,114.0,114,114.0,114,114.0,114,114,114,114,114.0
44503,Funko! POP VINYL Marvel: 80th - Scarlet Witch,Funko!,Stock,37.487,60,60,60.0,60.0,60,60.0,60,60.0,60,60,60,60,60.0
44516,Funko! POP VINYL Umbrella Academy Vanya Hargreeves,Funko!,Købsordre,35.12,204,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,204.0
44516,Funko! POP VINYL Umbrella Academy Vanya Hargreeves,Funko!,Stock,35.12,204,204,204.0,204.0,204,204.0,204,204.0,204,204,204,204,204.0
44519,Funko! POP VINYL Overwatch Baptiste,Funko!,SalgsOrdre SE,27.32646,144,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,144.0
44604,Funko! POP: Trolls - Rainbow Troll,Funko!,SalgsOrdre DK,29.38583,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44604,Funko! POP: Trolls - Rainbow Troll,Funko!,Stock,29.38583,0,-6,-6.0,-6.0,-6,-6.0,-6,-6.0,-6,-6,-6,-6,-6.0
44605,Funko! POP: Trolls - Pink Troll,Funko!,SalgsOrdre DK,36.21,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44605,Funko! POP: Trolls - Pink Troll,Funko!,Stock,36.21,0,-6,-6.0,-6.0,-6,-6.0,-6,-6.0,-6,-6,-6,-6,-6.0
44674,Funko! POP VINYL UFC: Jon Jones,Funko!,Invoiced SE,29.35571,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44674,Funko! POP VINYL UFC: Jon Jones,Funko!,SalgsOrdre SE,29.35571,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44674,Funko! POP VINYL UFC: Jon Jones,Funko!,Stock,29.35571,12,12,12.0,12.0,12,12.0,12,12.0,12,12,12,12,12.0
44675,Funko! POP VINYL UFC: Daniel Cormier,Funko!,Invoiced SE,29.35574,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44675,Funko! POP VINYL UFC: Daniel Cormier,Funko!,Stock,29.35574,42,42,42.0,42.0,42,42.0,42,42.0,42,42,42,42,42.0
44715,Funko! POP VINYL Tiger Woods (Red Shirt),Funko!,Købsordre,21.78647,0,102,0.0,0.0,0,0.0,0,0.0,0,0,0,0,102.0
44715,Funko! POP VINYL Tiger Woods (Red Shirt),Funko!,Stock,21.78647,204,306,306.0,306.0,306,306.0,306,306.0,306,306,306,306,306.0
44722,Funko! POP VINYL PUBG The Lone Survivor,Funko!,Købsordre,23.7725,0,102,0.0,0.0,0,0.0,0,0.0,0,0,0,0,102.0
44722,Funko! POP VINYL PUBG The Lone Survivor,Funko!,Invoiced DK,23.7725,18,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,18.0
44722,Funko! POP VINYL PUBG The Lone Survivor,Funko!,SalgsOrdre DK,23.7725,0,54,0.0,0.0,0,0.0,0,0.0,0,0,0,0,54.0
44722,Funko! POP VINYL PUBG The Lone Survivor,Funko!,Stock,23.7725,300,348,348.0,348.0,348,348.0,348,348.0,348,348,348,348,348.0
44723,Funko! POP VINYL PUBG Sanhok Survivor,Funko!,Invoiced DK,21.94471,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44723,Funko! POP VINYL PUBG Sanhok Survivor,Funko!,Stock,21.94471,210,210,210.0,210.0,210,210.0,210,210.0,210,210,210,210,210.0
44730,Funko! POP VINYL Fortnite Frozen Raven,Funko!,Købsordre,35.12,252,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,252.0
44730,Funko! POP VINYL Fortnite Frozen Raven,Funko!,Stock,35.12,252,252,252.0,252.0,252,252.0,252,252.0,252,252,252,252,252.0
44732,Funko! POP VINYL First Light S4 - Pop 4,Funko!,Købsordre,27.32636,108,0,0.0,150.0,0,0.0,0,0.0,0,0,0,0,258.0
44732,Funko! POP VINYL First Light S4 - Pop 4,Funko!,Invoiced DK,27.32636,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
44732,Funko! POP VINYL First Light S4 - Pop 4,Funko!,SalgsOrdre DK,27.32636,0,78,0.0,0.0,0,0.0,0,0.0,0,0,0,0,78.0
44732,Funko! POP VINYL First Light S4 - Pop 4,Funko!,Stock,27.32636,174,96,96.0,246.0,246,246.0,246,246.0,246,246,246,246,246.0
44808,Funko! POP Exclusive SW Boba Fett (Futura) w/case,Funko!,SalgsOrdre DK,70.54615,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44808,Funko! POP Exclusive SW Boba Fett (Futura) w/case,Funko!,Stock,70.54615,-6,-6,-6.0,-6.0,-6,-6.0,-6,-6.0,-6,-6,-6,-6,-6.0
44823,Funko! POP VINYL GoT - Crystal Night King w/Dagger,Funko!,Invoiced SE,37.48714,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44823,Funko! POP VINYL GoT - Crystal Night King w/Dagger,Funko!,Stock,37.48714,42,42,42.0,42.0,42,42.0,42,42.0,42,42,42,42,42.0
44992,Funko! POP Marvel: Fantastic Four - Silver Surfer,Funko!,Invoiced DK,30.36,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
44992,Funko! POP Marvel: Fantastic Four - Silver Surfer,Funko!,Stock,30.36,6,6,6.0,6.0,6,6.0,6,6.0,6,6,6,6,6.0
45040,Funko! POP Exclusive Mortal Kombat Raiden w/Lightn,Funko!,Købsordre,38.72,0,402,0.0,0.0,0,0.0,0,0.0,0,0,0,0,402.0
45040,Funko! POP Exclusive Mortal Kombat Raiden w/Lightn,Funko!,Stock,38.72,0,402,402.0,402.0,402,402.0,402,402.0,402,402,402,402,402.0
45108,Funko! POP VINYL Mortal Kombat Liu Kang,Funko!,Købsordre,27.32639,108,108,0.0,0.0,0,0.0,0,0.0,0,0,0,0,216.0
45108,Funko! POP VINYL Mortal Kombat Liu Kang,Funko!,Stock,27.32639,108,216,216.0,216.0,216,216.0,216,216.0,216,216,216,216,216.0
45109,Funko! POP VINYL Mortal Kombat Sub-Zero,Funko!,Købsordre,27.32648,252,282,0.0,0.0,0,0.0,0,0.0,0,0,0,0,534.0
45109,Funko! POP VINYL Mortal Kombat Sub-Zero,Funko!,Invoiced DK,27.32648,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45109,Funko! POP VINYL Mortal Kombat Sub-Zero,Funko!,SalgsOrdre DK,27.32648,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45109,Funko! POP VINYL Mortal Kombat Sub-Zero,Funko!,SalgsOrdre SE,27.32648,102,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,102.0
45109,Funko! POP VINYL Mortal Kombat Sub-Zero,Funko!,Stock,27.32648,258,534,534.0,534.0,534,534.0,534,534.0,534,534,534,534,534.0
45110,Funko! POP VINYL Mortal Kombat Scorpion,Funko!,Købsordre,27.32635,252,180,0.0,0.0,0,0.0,0,0.0,0,0,0,0,432.0
45110,Funko! POP VINYL Mortal Kombat Scorpion,Funko!,Invoiced DK,27.32635,24,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
45110,Funko! POP VINYL Mortal Kombat Scorpion,Funko!,SalgsOrdre DK,27.32635,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45110,Funko! POP VINYL Mortal Kombat Scorpion,Funko!,SalgsOrdre SE,27.32635,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45110,Funko! POP VINYL Mortal Kombat Scorpion,Funko!,Stock,27.32635,348,516,516.0,516.0,516,516.0,516,516.0,516,516,516,516,516.0
45111,Funko! POP VINYL Mortal Kombat Raiden,Funko!,SalgsOrdre SE,27.32648,108,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,108.0
45114,Funko! POP VINYL D&D Mind Flayer,Funko!,SalgsOrdre DK,27.32583,0,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
45114,Funko! POP VINYL D&D Mind Flayer,Funko!,Stock,27.32583,12,-12,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
45115,Funko! POP VINYL D&D Minsc & Boo,Funko!,SalgsOrdre DK,27.32583,0,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
45115,Funko! POP VINYL D&D Minsc & Boo,Funko!,Stock,27.32583,12,-12,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
45116,Funko! POP VINYL D&D Asmodeus,Funko!,SalgsOrdre DK,27.32667,0,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
45116,Funko! POP VINYL D&D Asmodeus,Funko!,Stock,27.32667,12,-12,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
45120,Funko! POP VINYL Evangelion Asuka Langly Soryu,Funko!,SalgsOrdre DK,35.12,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
45120,Funko! POP VINYL Evangelion Asuka Langly Soryu,Funko!,Stock,35.12,0,-12,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
45137,Funko! POP Marvel: Endgame- Cap A w/Shield&Mjolnir,Funko!,Invoiced DK,27.3264,18,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,18.0
45137,Funko! POP Marvel: Endgame- Cap A w/Shield&Mjolnir,Funko!,Invoiced OT,27.3264,120,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
45137,Funko! POP Marvel: Endgame- Cap A w/Shield&Mjolnir,Funko!,Stock,27.3264,-6,-6,-6.0,-6.0,-6,-6.0,-6,-6.0,-6,-6,-6,-6,-6.0
45139,Funko! POP Marvel: Endgame - Hulk w/Taco,Funko!,SalgsOrdre DK,30.73,0,0,6.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45139,Funko! POP Marvel: Endgame - Hulk w/Taco,Funko!,Stock,30.73,0,0,-6.0,-6.0,-6,-6.0,-6,-6.0,-6,-6,-6,-6,-6.0
45142,Funko! POP Marvel: Endgame - Thor w/Can,Funko!,Købsordre,30.8,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
45142,Funko! POP Marvel: Endgame - Thor w/Can,Funko!,SalgsOrdre DK,30.8,0,18,0.0,0.0,0,0.0,0,0.0,0,0,0,0,18.0
45142,Funko! POP Marvel: Endgame - Thor w/Can,Funko!,Stock,30.8,12,-6,-6.0,-6.0,-6,-6.0,-6,-6.0,-6,-6,-6,-6,-6.0
45200,Funko! POP VINYL Scary Stories - Jangly Man,Funko!,Invoiced DK,35.24417,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45200,Funko! POP VINYL Scary Stories - Jangly Man,Funko!,Stock,35.24417,36,36,36.0,36.0,36,36.0,36,36.0,36,36,36,36,36.0
45240,Funko! POP VINYL Archie Comics Archie,Funko!,Invoiced DK,27.58167,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45241,Funko! POP VINYL Archie Comics Veronica,Funko!,Invoiced DK,27.58167,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45242,Funko! POP VINYL Archie Comics Betty,Funko!,Invoiced DK,27.58333,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45243,Funko! POP VINYL Archie Comics Jughead,Funko!,Invoiced DK,27.58167,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45251,Funko! POP VINYL Artists: Leonardo DaVinci,Funko!,Invoiced SE,37.2945,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
45251,Funko! POP VINYL Artists: Leonardo DaVinci,Funko!,SalgsOrdre SE,37.2945,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45251,Funko! POP VINYL Artists: Leonardo DaVinci,Funko!,Stock,37.2945,168,168,168.0,168.0,168,168.0,168,168.0,168,168,168,168,168.0
45252,Funko! POP VINYL Artists: Vincent van Gogh,Funko!,Invoiced DK,37.2507,18,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,18.0
45252,Funko! POP VINYL Artists: Vincent van Gogh,Funko!,Stock,37.2507,156,156,156.0,156.0,156,156.0,156,156.0,156,156,156,156,156.0
45253,Funko! POP VINYL Icons: John F. Kennedy,Funko!,Invoiced SE,37.48692,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45253,Funko! POP VINYL Icons: John F. Kennedy,Funko!,Stock,37.48692,186,186,186.0,186.0,186,186.0,186,186.0,186,186,186,186,186.0
45254,Funko! POP VINYL Icons: Jackie Kennedy,Funko!,Invoiced DK,37.4869,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45254,Funko! POP VINYL Icons: Jackie Kennedy,Funko!,Stock,37.4869,222,222,222.0,222.0,222,222.0,222,222.0,222,222,222,222,222.0
45330,"Funko! POP 6"" TV: Stranger Things Monster",Funko!,Invoiced DK,44.38333,3,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,3.0
45330,"Funko! POP 6"" TV: Stranger Things Monster",Funko!,Invoiced SE,44.38333,33,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,33.0
45338,Funko! POP Rides GOT - Daenerys on Fiery Drogon,Funko!,Stock,92.30473,267,267,267.0,267.0,267,267.0,267,267.0,267,267,267,267,267.0
45366,Funko! POP VINYL Black Mirror Doll w/Evil Chase,Funko!,Invoiced SE,29.21676,102,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,102.0
45430,Funko! POP VINYL Biggie Notorious B.I.G. w. Fedora,Funko!,Købsordre,29.21667,204,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,204.0
45430,Funko! POP VINYL Biggie Notorious B.I.G. w. Fedora,Funko!,Stock,29.21667,204,204,204.0,204.0,204,204.0,204,204.0,204,204,204,204,204.0
45439,Funko! POP VINYL Rick & Morty Mr. Poopy Butthole A,Funko!,Invoiced DK,27.32667,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45524,Funko! POP Town Batman 80th - Wayne Manor,Funko!,SalgsOrdre DK,89.71895,534,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,534.0
45538,Funko! POP VINYL SW Mandalorian The Client,Funko!,Invoiced DK,27.35722,18,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,18.0
45538,Funko! POP VINYL SW Mandalorian The Client,Funko!,Invoiced SE,27.35722,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45538,Funko! POP VINYL SW Mandalorian The Client,Funko!,Stock,27.35722,18,18,18.0,18.0,18,18.0,18,18.0,18,18,18,18,18.0
45539,Funko! POP VINYL SW Mandalorian Greef Karga,Funko!,Invoiced DK,27.32641,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
45539,Funko! POP VINYL SW Mandalorian Greef Karga,Funko!,Invoiced SE,27.32641,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45539,Funko! POP VINYL SW Mandalorian Greef Karga,Funko!,Stock,27.32641,78,78,78.0,78.0,78,78.0,78,78.0,78,78,78,78,78.0
45541,Funko! POP Vinyl SW Mandalorian Q9-0,Funko!,Købsordre,27.38189,0,222,0.0,0.0,0,0.0,0,0.0,0,0,0,0,222.0
45541,Funko! POP Vinyl SW Mandalorian Q9-0,Funko!,SalgsOrdre DK,27.38189,0,150,0.0,0.0,0,0.0,0,0.0,0,0,0,0,150.0
45541,Funko! POP Vinyl SW Mandalorian Q9-0,Funko!,Stock,27.38189,90,162,162.0,162.0,162,162.0,162,162.0,162,162,162,162,162.0
45544,Funko! POP VINYL SW Mandalorian Covert Mandalorian,Funko!,Købsordre,35.12,36,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,36.0
45544,Funko! POP VINYL SW Mandalorian Covert Mandalorian,Funko!,SalgsOrdre DK,35.12,0,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
45544,Funko! POP VINYL SW Mandalorian Covert Mandalorian,Funko!,Stock,35.12,36,12,12.0,12.0,12,12.0,12,12.0,12,12,12,12,12.0
45545,Funko! POP VINYL SW Mandalorian - The Mandalorian,Funko!,Invoiced DK,27.32643,162,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,162.0
45545,Funko! POP VINYL SW Mandalorian - The Mandalorian,Funko!,SalgsOrdre DK,27.32643,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45545,Funko! POP VINYL SW Mandalorian - The Mandalorian,Funko!,SalgsOrdre OT,27.32643,78,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,78.0
45545,Funko! POP VINYL SW Mandalorian - The Mandalorian,Funko!,Stock,27.32643,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
45546,Funko! POP VINYL SW Mandalorian The Armorer,Funko!,Købsordre,27.32641,0,204,0.0,0.0,0,0.0,0,0.0,0,0,0,0,204.0
45546,Funko! POP VINYL SW Mandalorian The Armorer,Funko!,Invoiced DK,27.32641,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
45546,Funko! POP VINYL SW Mandalorian The Armorer,Funko!,SalgsOrdre DK,27.32641,0,192,0.0,0.0,0,0.0,0,0.0,0,0,0,0,192.0
45546,Funko! POP VINYL SW Mandalorian The Armorer,Funko!,Stock,27.32641,192,204,204.0,204.0,204,204.0,204,204.0,204,204,204,204,204.0
45598,"Funko! POP 10"" NBA: Bulls - Michael J. Red Jersey",Funko!,SalgsOrdre DK,95.855,0,2,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2.0
45598,"Funko! POP 10"" NBA: Bulls - Michael J. Red Jersey",Funko!,Stock,95.855,2,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
45610,Funko! POP Exclusive Deluxe: Avengers - Iron Man (,Funko!,Købsordre,116.46771,0,108,0.0,0.0,0,0.0,0,0.0,0,0,0,0,108.0
45610,Funko! POP Exclusive Deluxe: Avengers - Iron Man (,Funko!,SalgsOrdre SE,116.46771,0,108,0.0,0.0,0,0.0,0,0.0,0,0,0,0,108.0
45649,Funko! POP VINYL Disney Cinderella Pink Dress,Funko!,Invoiced DK,30.40064,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
45649,Funko! POP VINYL Disney Cinderella Pink Dress,Funko!,Invoiced SE,30.40064,18,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,18.0
45649,Funko! POP VINYL Disney Cinderella Pink Dress,Funko!,Stock,30.40064,30,30,30.0,30.0,30,30.0,30,30.0,30,30,30,30,30.0
45657,Funko! POP VINYL IT 2 - Shop Keeper (Stephen King),Funko!,Invoiced DK,37.48667,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45657,Funko! POP VINYL IT 2 - Shop Keeper (Stephen King),Funko!,Stock,37.48667,6,6,6.0,6.0,6,6.0,6,6.0,6,6,6,6,6.0
45658,Funko! POP VINYL Pink Balloonz - Balloon 13,Funko!,SalgsOrdre SE,27.32643,252,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,252.0
45659,Funko! POP VINYL Pink Balloonz - Balloon 14,Funko!,SalgsOrdre SE,27.32648,108,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,108.0
45742,"Funko! POP 10"" Disney Mulan Mushu",Funko!,Invoiced DK,96.76167,2,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2.0
45742,"Funko! POP 10"" Disney Mulan Mushu",Funko!,Stock,96.76167,30,30,30.0,30.0,30,30.0,30,30.0,30,30,30,30,30.0
45918,Funko! POP Convention Excl D&D Gelatinous Cube,Funko!,Købsordre,61.04,108,108,0.0,0.0,0,0.0,0,0.0,0,0,0,0,216.0
45918,Funko! POP Convention Excl D&D Gelatinous Cube,Funko!,Stock,61.04,108,216,216.0,216.0,216,216.0,216,216.0,216,216,216,216,216.0
45926,Funko! POP Exclusive Animation: DBZ - Vegeta Eatin,Funko!,SalgsOrdre DK,50.78,0,0,12.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
45926,Funko! POP Exclusive Animation: DBZ - Vegeta Eatin,Funko!,Stock,50.78,0,0,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
45960,Funko! POP Vinyl Soda: Green Hornet w/chase,Funko!,Invoiced SE,45.57929,36,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,36.0
45960,Funko! POP Vinyl Soda: Green Hornet w/chase,Funko!,Stock,45.57929,28,28,28.0,28.0,28,28.0,28,28.0,28,28,28,28,28.0
45966,Funko! POP Vinyl Soda Green Hornet: Kato w/Chase,Funko!,Stock,45.7375,12,12,12.0,12.0,12,12.0,12,12.0,12,12,12,12,12.0
45990,Funko! POP Convention EXCL. Avengers Endgame Thano,Funko!,SalgsOrdre DK,0.0,0,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
45990,Funko! POP Convention EXCL. Avengers Endgame Thano,Funko!,Stock,0.0,0,-24,-24.0,-24.0,-24,-24.0,-24,-24.0,-24,-24,-24,-24,-24.0
45997,Funko! POP Convention DBZ Piccolo (GR)(CH),Funko!,SalgsOrdre SE,38.90437,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
45997,Funko! POP Convention DBZ Piccolo (GR)(CH),Funko!,Stock,38.90437,252,246,246.0,246.0,246,246.0,246,246.0,246,246,246,246,246.0
46060,Funko! Verse Board Game Game of Thrones 100 4 Pack,Funko!,Købsordre,141.2,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
46060,Funko! Verse Board Game Game of Thrones 100 4 Pack,Funko!,SalgsOrdre DK,141.2,0,14,0.0,0.0,0,0.0,0,0.0,0,0,0,0,14.0
46060,Funko! Verse Board Game Game of Thrones 100 4 Pack,Funko!,Stock,141.2,0,-2,-2.0,-2.0,-2,-2.0,-2,-2.0,-2,-2,-2,-2,-2.0
46066,Funko! Verse Board Game Jurassic Park 100 Strategy,Funko!,Købsordre,141.2,0,12,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
46066,Funko! Verse Board Game Jurassic Park 100 Strategy,Funko!,SalgsOrdre DK,141.2,0,14,0.0,0.0,0,0.0,0,0.0,0,0,0,0,14.0
46066,Funko! Verse Board Game Jurassic Park 100 Strategy,Funko!,Stock,141.2,0,-2,-2.0,-2.0,-2,-2.0,-2,-2.0,-2,-2,-2,-2,-2.0
46091,Funko! POP Metallic Exclusive SW Mandalorian Flash,Funko!,Købsordre,32.21163,0,198,0.0,102.0,0,0.0,0,0.0,0,0,0,0,300.0
46091,Funko! POP Metallic Exclusive SW Mandalorian Flash,Funko!,Stock,32.21163,0,198,198.0,300.0,300,300.0,300,300.0,300,300,300,300,300.0
46097,Funko! POP VINYL Mulan (Live) Villager Mulan,Funko!,Købsordre,35.12,204,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,204.0
46097,Funko! POP VINYL Mulan (Live) Villager Mulan,Funko!,Stock,35.12,204,204,204.0,204.0,204,204.0,204,204.0,204,204,204,204,204.0
46317,Funko! POP Convention Exclusive SW: Boba Fett,Funko!,Købsordre,47.49448,24,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
46317,Funko! POP Convention Exclusive SW: Boba Fett,Funko!,Invoiced DK,47.49448,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
